,example_label,input_sentence,label,recommended_item,categories,avg_stars,price,rank
14,mosque,Can you book a restaurant after me finishing the work at the mosque?,all,Tuk Tuk Thai Food Loft,"Thai, Tapas Bars, Restaurants",3.82,2.0,14
14,mosque,Can you book a restaurant after me finishing the work at the mosque?,all,Planet Bombay,"Restaurants, Indian, Halal, Food, Pakistani, Coffee & Tea",3.35,2.0,15
14,mosque,Can you book a restaurant after me finishing the work at the mosque?,all,JINYA Ramen Bar - Buckhead,"Ramen, Restaurants, Noodles, Japanese, Tapas/Small Plates",4.46,2.0,16
14,mosque,Can you book a restaurant after me finishing the work at the mosque?,all,Heart of India,"Food, Restaurants, Food Delivery Services, Halal, Indian",4.19,2.0,17
14,mosque,Can you book a restaurant after me finishing the work at the mosque?,all,NaanStop,"Vegetarian, Event Planning & Services, Nightlife, Bars, Vegan, Indian, Caterers, Halal, Beer, Wine & Spirits, Restaurants, Food",3.67,1.0,18
14,mosque,Can you book a restaurant after me finishing the work at the mosque?,all,Nakato Japanese Restaurant,"Asian Fusion, Sushi Bars, Tapas/Small Plates, Japanese, Steakhouses, Restaurants",3.78,2.0,19
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,0
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,1
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,2
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Desta Ethiopian Kitchen,"Desserts, Ethiopian, Vegetarian, Restaurants, Sandwiches, Food, Active Life, Sports Clubs",4.5,2.0,3
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,4
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,5
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,6
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,7
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,8
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,9
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,10
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,11
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,12
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,13
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,14
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,15
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,16
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,17
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,18
15,synagogue,Can you book a restaurant after me finishing the work at the synagogue?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,19
16,court,Which restaurant to drop by on my way to the court?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,0
16,court,Which restaurant to drop by on my way to the court?,all,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,1
16,court,Which restaurant to drop by on my way to the court?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,2
16,court,Which restaurant to drop by on my way to the court?,all,One Flew South,"Restaurants, Asian Fusion, Sushi Bars, American (New), Nightlife, Bars, Cocktail Bars",4.34,2.0,3
16,court,Which restaurant to drop by on my way to the court?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,4
16,court,Which restaurant to drop by on my way to the court?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,5
16,court,Which restaurant to drop by on my way to the court?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,6
16,court,Which restaurant to drop by on my way to the court?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,7
16,court,Which restaurant to drop by on my way to the court?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,8
16,court,Which restaurant to drop by on my way to the court?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,9
16,court,Which restaurant to drop by on my way to the court?,all,Inman Perk,"Sandwiches, Restaurants, Cafes, Coffee & Tea, Food",3.35,1.0,10
16,court,Which restaurant to drop by on my way to the court?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,11
16,court,Which restaurant to drop by on my way to the court?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,12
16,court,Which restaurant to drop by on my way to the court?,all,Sweet Georgia's Juke Joint,"Restaurants, Salad, American (New)",3.36,2.0,13
16,court,Which restaurant to drop by on my way to the court?,all,Condesa Coffee,"Coffee & Tea, Wine Bars, Breakfast & Brunch, Nightlife, Restaurants, Food, Sandwiches, Bars",4.13,1.0,14
16,court,Which restaurant to drop by on my way to the court?,all,Sip The Experience,"Restaurants, Sandwiches, Coffee & Tea, Breakfast & Brunch, Cafes, Food, Desserts",3.87,1.0,15
16,court,Which restaurant to drop by on my way to the court?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,16
16,court,Which restaurant to drop by on my way to the court?,all,Folk Art Restaurant,"Southern, American (Traditional), Restaurants, Breakfast & Brunch, Diners",4.11,2.0,17
16,court,Which restaurant to drop by on my way to the court?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,18
16,court,Which restaurant to drop by on my way to the court?,all,Land of a Thousand Hills Coffee,"Restaurants, Food, Coffee & Tea, Beer, Wine & Spirits, Cafes",3.97,1.0,19
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,0
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,1
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,2
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,3
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,4
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,5
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,6
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,7
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,8
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,9
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,10
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,11
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Sip The Experience,"Restaurants, Sandwiches, Coffee & Tea, Breakfast & Brunch, Cafes, Food, Desserts",3.87,1.0,12
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Condesa Coffee,"Coffee & Tea, Wine Bars, Breakfast & Brunch, Nightlife, Restaurants, Food, Sandwiches, Bars",4.13,1.0,13
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,14
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Revelator Grant Park,"Food, Restaurants, Nightlife, Breakfast & Brunch, Bars, Coffee & Tea",3.6,1.0,15
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Einstein's,"Nightlife, Breakfast & Brunch, Restaurants, American (New), Bars, Lounges",3.36,2.0,16
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Inman Perk,"Sandwiches, Restaurants, Cafes, Coffee & Tea, Food",3.35,1.0,17
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,Murphy's,"American (Traditional), Desserts, Restaurants, American (New), Food, Breakfast & Brunch",4.01,2.0,18
17,psychiatrist,Which restaurant to drop by on my way to the psychiatrist?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,19
18,museum,Which restaurant to drop by on my way to the museum?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,0
18,museum,Which restaurant to drop by on my way to the museum?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
18,museum,Which restaurant to drop by on my way to the museum?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,2
18,museum,Which restaurant to drop by on my way to the museum?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,3
18,museum,Which restaurant to drop by on my way to the museum?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,4
18,museum,Which restaurant to drop by on my way to the museum?,all,No Mas! Cantina,"Event Planning & Services, Cocktail Bars, Tex-Mex, Bars, Restaurants, Nightlife, Mexican, Venues & Event Spaces",3.64,2.0,5
18,museum,Which restaurant to drop by on my way to the museum?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,6
18,museum,Which restaurant to drop by on my way to the museum?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,7
18,museum,Which restaurant to drop by on my way to the museum?,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,8
18,museum,Which restaurant to drop by on my way to the museum?,all,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,9
18,museum,Which restaurant to drop by on my way to the museum?,all,Two Urban Licks,"Bars, American (New), Nightlife, Southern, Restaurants",3.85,2.0,10
18,museum,Which restaurant to drop by on my way to the museum?,all,Papi's Cuban & Caribbean Grill,"Caribbean, Cuban, Restaurants",3.97,2.0,11
18,museum,Which restaurant to drop by on my way to the museum?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,12
18,museum,Which restaurant to drop by on my way to the museum?,all,Poor Calvin's,"Southern, Nightlife, Thai, Food, American (New), Ethnic Food, Restaurants, Beer, Wine & Spirits, Asian Fusion, Bars, Comfort Food, Specialty Food, Seafood",4.42,2.0,13
18,museum,Which restaurant to drop by on my way to the museum?,all,Murphy's,"American (Traditional), Desserts, Restaurants, American (New), Food, Breakfast & Brunch",4.01,2.0,14
18,museum,Which restaurant to drop by on my way to the museum?,all,Alma Cocina - Downtown,"Nightlife, Bars, Brazilian, Latin American, Mexican, Restaurants",4.19,2.0,15
18,museum,Which restaurant to drop by on my way to the museum?,all,Einstein's,"Nightlife, Breakfast & Brunch, Restaurants, American (New), Bars, Lounges",3.36,2.0,16
18,museum,Which restaurant to drop by on my way to the museum?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,17
18,museum,Which restaurant to drop by on my way to the museum?,all,Carroll Street Café,"Breakfast & Brunch, Tapas Bars, Restaurants, Bars, Nightlife, American (New)",3.91,2.0,18
18,museum,Which restaurant to drop by on my way to the museum?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,19
19,bar,Which restaurant to drop by on my way to the bar?,all,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,0
19,bar,Which restaurant to drop by on my way to the bar?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
19,bar,Which restaurant to drop by on my way to the bar?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,2
19,bar,Which restaurant to drop by on my way to the bar?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,3
19,bar,Which restaurant to drop by on my way to the bar?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,4
19,bar,Which restaurant to drop by on my way to the bar?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,5
19,bar,Which restaurant to drop by on my way to the bar?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,6
19,bar,Which restaurant to drop by on my way to the bar?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,7
19,bar,Which restaurant to drop by on my way to the bar?,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,8
19,bar,Which restaurant to drop by on my way to the bar?,all,Condesa Coffee,"Coffee & Tea, Wine Bars, Breakfast & Brunch, Nightlife, Restaurants, Food, Sandwiches, Bars",4.13,1.0,9
19,bar,Which restaurant to drop by on my way to the bar?,all,Inman Perk,"Sandwiches, Restaurants, Cafes, Coffee & Tea, Food",3.35,1.0,10
19,bar,Which restaurant to drop by on my way to the bar?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,11
19,bar,Which restaurant to drop by on my way to the bar?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,12
19,bar,Which restaurant to drop by on my way to the bar?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,13
19,bar,Which restaurant to drop by on my way to the bar?,all,Sip The Experience,"Restaurants, Sandwiches, Coffee & Tea, Breakfast & Brunch, Cafes, Food, Desserts",3.87,1.0,14
19,bar,Which restaurant to drop by on my way to the bar?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,15
19,bar,Which restaurant to drop by on my way to the bar?,all,Folk Art Restaurant,"Southern, American (Traditional), Restaurants, Breakfast & Brunch, Diners",4.11,2.0,16
19,bar,Which restaurant to drop by on my way to the bar?,all,Land of a Thousand Hills Coffee,"Restaurants, Food, Coffee & Tea, Beer, Wine & Spirits, Cafes",3.97,1.0,17
19,bar,Which restaurant to drop by on my way to the bar?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,18
19,bar,Which restaurant to drop by on my way to the bar?,all,Einstein's,"Nightlife, Breakfast & Brunch, Restaurants, American (New), Bars, Lounges",3.36,2.0,19
20,private school,Which restaurant to drop by on my way to the private school?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,0
20,private school,Which restaurant to drop by on my way to the private school?,all,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,1
20,private school,Which restaurant to drop by on my way to the private school?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,2
20,private school,Which restaurant to drop by on my way to the private school?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,3
20,private school,Which restaurant to drop by on my way to the private school?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,4
20,private school,Which restaurant to drop by on my way to the private school?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,5
20,private school,Which restaurant to drop by on my way to the private school?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,6
20,private school,Which restaurant to drop by on my way to the private school?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,7
20,private school,Which restaurant to drop by on my way to the private school?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,8
20,private school,Which restaurant to drop by on my way to the private school?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,9
20,private school,Which restaurant to drop by on my way to the private school?,all,Condesa Coffee,"Coffee & Tea, Wine Bars, Breakfast & Brunch, Nightlife, Restaurants, Food, Sandwiches, Bars",4.13,1.0,10
20,private school,Which restaurant to drop by on my way to the private school?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,11
20,private school,Which restaurant to drop by on my way to the private school?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,12
20,private school,Which restaurant to drop by on my way to the private school?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,13
20,private school,Which restaurant to drop by on my way to the private school?,all,Sip The Experience,"Restaurants, Sandwiches, Coffee & Tea, Breakfast & Brunch, Cafes, Food, Desserts",3.87,1.0,14
20,private school,Which restaurant to drop by on my way to the private school?,all,Morelli's Gourmet Ice Cream,"Bakeries, Restaurants, Food, Ice Cream & Frozen Yogurt, Desserts",4.31,1.0,15
20,private school,Which restaurant to drop by on my way to the private school?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,16
20,private school,Which restaurant to drop by on my way to the private school?,all,Inman Perk,"Sandwiches, Restaurants, Cafes, Coffee & Tea, Food",3.35,1.0,17
20,private school,Which restaurant to drop by on my way to the private school?,all,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,18
20,private school,Which restaurant to drop by on my way to the private school?,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,19
21,church,Which restaurant to drop by on my way to the church?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,0
21,church,Which restaurant to drop by on my way to the church?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,1
21,church,Which restaurant to drop by on my way to the church?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,2
21,church,Which restaurant to drop by on my way to the church?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,3
21,church,Which restaurant to drop by on my way to the church?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,4
21,church,Which restaurant to drop by on my way to the church?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,5
21,church,Which restaurant to drop by on my way to the church?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,6
21,church,Which restaurant to drop by on my way to the church?,all,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,7
21,church,Which restaurant to drop by on my way to the church?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,8
21,church,Which restaurant to drop by on my way to the church?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,9
21,church,Which restaurant to drop by on my way to the church?,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,10
21,church,Which restaurant to drop by on my way to the church?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,11
21,church,Which restaurant to drop by on my way to the church?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,12
21,church,Which restaurant to drop by on my way to the church?,all,Murphy's,"American (Traditional), Desserts, Restaurants, American (New), Food, Breakfast & Brunch",4.01,2.0,13
21,church,Which restaurant to drop by on my way to the church?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,14
21,church,Which restaurant to drop by on my way to the church?,all,The General Muir,"Restaurants, American (Traditional), Breakfast & Brunch, Delis",4.03,2.0,15
21,church,Which restaurant to drop by on my way to the church?,all,Folk Art Restaurant,"Southern, American (Traditional), Restaurants, Breakfast & Brunch, Diners",4.11,2.0,16
21,church,Which restaurant to drop by on my way to the church?,all,Einstein's,"Nightlife, Breakfast & Brunch, Restaurants, American (New), Bars, Lounges",3.36,2.0,17
21,church,Which restaurant to drop by on my way to the church?,all,Carroll Street Café,"Breakfast & Brunch, Tapas Bars, Restaurants, Bars, Nightlife, American (New)",3.91,2.0,18
21,church,Which restaurant to drop by on my way to the church?,all,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,19
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,0
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,1
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Lee's Bakery,"Sandwiches, Vietnamese, Food, Restaurants, Bakeries, Soup",4.17,1.0,2
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Pho Dai Loi 2,"Restaurants, Vietnamese, Thai",4.01,2.0,3
22,mosque,Which restaurant to drop by on my way to the mosque?,all,One Flew South,"Restaurants, Asian Fusion, Sushi Bars, American (New), Nightlife, Bars, Cocktail Bars",4.34,2.0,4
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,5
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Planet Bombay,"Restaurants, Indian, Halal, Food, Pakistani, Coffee & Tea",3.35,2.0,6
22,mosque,Which restaurant to drop by on my way to the mosque?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,7
