,example_label,input_sentence,label
675,psychiatrist,Which restaurant would you recommend for me and my co-workers at the psychiatrist?,all
676,psychiatrist,Which restaurant would you recommend for me and my co-workers at the psychiatrist?,all
677,psychiatrist,Which restaurant would you recommend for me and my co-workers at the psychiatrist?,all
678,psychiatrist,Which restaurant would you recommend for me and my co-workers at the psychiatrist?,all
679,psychiatrist,Which restaurant would you recommend for me and my co-workers at the psychiatrist?,all
680,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
681,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
682,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
683,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
684,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
685,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
686,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
687,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
688,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
689,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
690,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
691,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
692,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
693,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
694,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
695,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
696,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
697,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
698,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
699,museum,Which restaurant would you recommend for me and my co-workers at the museum?,all
700,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
701,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
702,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
703,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
704,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
705,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
706,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
707,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
708,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
709,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
710,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
711,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
712,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
713,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
714,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
715,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
716,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
717,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
718,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
719,bar,Which restaurant would you recommend for me and my co-workers at the bar?,all
720,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
721,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
722,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
723,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
724,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
725,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
726,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
727,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
728,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
729,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
730,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
731,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
732,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
733,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
734,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
735,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
736,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
737,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
738,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
739,private school,Which restaurant would you recommend for me and my co-workers at the private school?,all
740,church,Which restaurant would you recommend for me and my co-workers at the church?,all
741,church,Which restaurant would you recommend for me and my co-workers at the church?,all
742,church,Which restaurant would you recommend for me and my co-workers at the church?,all
743,church,Which restaurant would you recommend for me and my co-workers at the church?,all
744,church,Which restaurant would you recommend for me and my co-workers at the church?,all
745,church,Which restaurant would you recommend for me and my co-workers at the church?,all
746,church,Which restaurant would you recommend for me and my co-workers at the church?,all
747,church,Which restaurant would you recommend for me and my co-workers at the church?,all
748,church,Which restaurant would you recommend for me and my co-workers at the church?,all
749,church,Which restaurant would you recommend for me and my co-workers at the church?,all
750,church,Which restaurant would you recommend for me and my co-workers at the church?,all
751,church,Which restaurant would you recommend for me and my co-workers at the church?,all
752,church,Which restaurant would you recommend for me and my co-workers at the church?,all
753,church,Which restaurant would you recommend for me and my co-workers at the church?,all
754,church,Which restaurant would you recommend for me and my co-workers at the church?,all
755,church,Which restaurant would you recommend for me and my co-workers at the church?,all
756,church,Which restaurant would you recommend for me and my co-workers at the church?,all
757,church,Which restaurant would you recommend for me and my co-workers at the church?,all
758,church,Which restaurant would you recommend for me and my co-workers at the church?,all
759,church,Which restaurant would you recommend for me and my co-workers at the church?,all
760,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
761,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
762,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
763,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
764,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
765,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
766,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
767,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
768,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
769,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
770,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
771,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
772,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
773,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
774,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
775,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
776,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
777,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
778,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
779,mosque,Which restaurant would you recommend for me and my co-workers at the mosque?,all
780,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
781,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
782,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
783,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
784,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
785,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
786,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
787,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
788,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
789,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
790,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
791,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
792,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
793,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
794,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
795,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
796,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
797,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
798,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
799,synagogue,Which restaurant would you recommend for me and my co-workers at the synagogue?,all
800,court,What should I eat on my way to the court?,all
801,court,What should I eat on my way to the court?,all
802,court,What should I eat on my way to the court?,all
803,court,What should I eat on my way to the court?,all
804,court,What should I eat on my way to the court?,all
805,court,What should I eat on my way to the court?,all
806,court,What should I eat on my way to the court?,all
807,court,What should I eat on my way to the court?,all
808,court,What should I eat on my way to the court?,all
809,court,What should I eat on my way to the court?,all
810,court,What should I eat on my way to the court?,all
811,court,What should I eat on my way to the court?,all
812,court,What should I eat on my way to the court?,all
813,court,What should I eat on my way to the court?,all
814,court,What should I eat on my way to the court?,all
815,court,What should I eat on my way to the court?,all
816,court,What should I eat on my way to the court?,all
817,court,What should I eat on my way to the court?,all
818,court,What should I eat on my way to the court?,all
819,court,What should I eat on my way to the court?,all
820,psychiatrist,What should I eat on my way to the psychiatrist?,all
821,psychiatrist,What should I eat on my way to the psychiatrist?,all
822,psychiatrist,What should I eat on my way to the psychiatrist?,all
823,psychiatrist,What should I eat on my way to the psychiatrist?,all
824,psychiatrist,What should I eat on my way to the psychiatrist?,all
825,psychiatrist,What should I eat on my way to the psychiatrist?,all
826,psychiatrist,What should I eat on my way to the psychiatrist?,all
827,psychiatrist,What should I eat on my way to the psychiatrist?,all
828,psychiatrist,What should I eat on my way to the psychiatrist?,all
829,psychiatrist,What should I eat on my way to the psychiatrist?,all
830,psychiatrist,What should I eat on my way to the psychiatrist?,all
831,psychiatrist,What should I eat on my way to the psychiatrist?,all
832,psychiatrist,What should I eat on my way to the psychiatrist?,all
833,psychiatrist,What should I eat on my way to the psychiatrist?,all
834,psychiatrist,What should I eat on my way to the psychiatrist?,all
835,psychiatrist,What should I eat on my way to the psychiatrist?,all
836,psychiatrist,What should I eat on my way to the psychiatrist?,all
837,psychiatrist,What should I eat on my way to the psychiatrist?,all
838,psychiatrist,What should I eat on my way to the psychiatrist?,all
839,psychiatrist,What should I eat on my way to the psychiatrist?,all
840,museum,What should I eat on my way to the museum?,all
841,museum,What should I eat on my way to the museum?,all
842,museum,What should I eat on my way to the museum?,all
843,museum,What should I eat on my way to the museum?,all
844,museum,What should I eat on my way to the museum?,all
845,museum,What should I eat on my way to the museum?,all
846,museum,What should I eat on my way to the museum?,all
847,museum,What should I eat on my way to the museum?,all
848,museum,What should I eat on my way to the museum?,all
849,museum,What should I eat on my way to the museum?,all
850,museum,What should I eat on my way to the museum?,all
851,museum,What should I eat on my way to the museum?,all
852,museum,What should I eat on my way to the museum?,all
853,museum,What should I eat on my way to the museum?,all
854,museum,What should I eat on my way to the museum?,all
855,museum,What should I eat on my way to the museum?,all
856,museum,What should I eat on my way to the museum?,all
857,museum,What should I eat on my way to the museum?,all
858,museum,What should I eat on my way to the museum?,all
859,museum,What should I eat on my way to the museum?,all
860,bar,What should I eat on my way to the bar?,all
861,bar,What should I eat on my way to the bar?,all
862,bar,What should I eat on my way to the bar?,all
863,bar,What should I eat on my way to the bar?,all
864,bar,What should I eat on my way to the bar?,all
865,bar,What should I eat on my way to the bar?,all
866,bar,What should I eat on my way to the bar?,all
867,bar,What should I eat on my way to the bar?,all
868,bar,What should I eat on my way to the bar?,all
869,bar,What should I eat on my way to the bar?,all
870,bar,What should I eat on my way to the bar?,all
871,bar,What should I eat on my way to the bar?,all
872,bar,What should I eat on my way to the bar?,all
873,bar,What should I eat on my way to the bar?,all
874,bar,What should I eat on my way to the bar?,all
875,bar,What should I eat on my way to the bar?,all
876,bar,What should I eat on my way to the bar?,all
877,bar,What should I eat on my way to the bar?,all
878,bar,What should I eat on my way to the bar?,all
879,bar,What should I eat on my way to the bar?,all
880,private school,What should I eat on my way to the private school?,all
881,private school,What should I eat on my way to the private school?,all
882,private school,What should I eat on my way to the private school?,all
883,private school,What should I eat on my way to the private school?,all
884,private school,What should I eat on my way to the private school?,all
885,private school,What should I eat on my way to the private school?,all
886,private school,What should I eat on my way to the private school?,all
887,private school,What should I eat on my way to the private school?,all
888,private school,What should I eat on my way to the private school?,all
889,private school,What should I eat on my way to the private school?,all
890,private school,What should I eat on my way to the private school?,all
891,private school,What should I eat on my way to the private school?,all
892,private school,What should I eat on my way to the private school?,all
893,private school,What should I eat on my way to the private school?,all
894,private school,What should I eat on my way to the private school?,all
895,private school,What should I eat on my way to the private school?,all
896,private school,What should I eat on my way to the private school?,all
897,private school,What should I eat on my way to the private school?,all
898,private school,What should I eat on my way to the private school?,all
899,private school,What should I eat on my way to the private school?,all
900,church,What should I eat on my way to the church?,all
901,church,What should I eat on my way to the church?,all
902,church,What should I eat on my way to the church?,all
903,church,What should I eat on my way to the church?,all
904,church,What should I eat on my way to the church?,all
905,church,What should I eat on my way to the church?,all
906,church,What should I eat on my way to the church?,all
907,church,What should I eat on my way to the church?,all
908,church,What should I eat on my way to the church?,all
909,church,What should I eat on my way to the church?,all
910,church,What should I eat on my way to the church?,all
911,church,What should I eat on my way to the church?,all
912,church,What should I eat on my way to the church?,all
913,church,What should I eat on my way to the church?,all
914,church,What should I eat on my way to the church?,all
915,church,What should I eat on my way to the church?,all
916,church,What should I eat on my way to the church?,all
917,church,What should I eat on my way to the church?,all
918,church,What should I eat on my way to the church?,all
919,church,What should I eat on my way to the church?,all
920,mosque,What should I eat on my way to the mosque?,all
921,mosque,What should I eat on my way to the mosque?,all
922,mosque,What should I eat on my way to the mosque?,all
923,mosque,What should I eat on my way to the mosque?,all
924,mosque,What should I eat on my way to the mosque?,all
925,mosque,What should I eat on my way to the mosque?,all
926,mosque,What should I eat on my way to the mosque?,all
927,mosque,What should I eat on my way to the mosque?,all
928,mosque,What should I eat on my way to the mosque?,all
929,mosque,What should I eat on my way to the mosque?,all
930,mosque,What should I eat on my way to the mosque?,all
931,mosque,What should I eat on my way to the mosque?,all
932,mosque,What should I eat on my way to the mosque?,all
933,mosque,What should I eat on my way to the mosque?,all
934,mosque,What should I eat on my way to the mosque?,all
935,mosque,What should I eat on my way to the mosque?,all
936,mosque,What should I eat on my way to the mosque?,all
937,mosque,What should I eat on my way to the mosque?,all
938,mosque,What should I eat on my way to the mosque?,all
939,mosque,What should I eat on my way to the mosque?,all
940,synagogue,What should I eat on my way to the synagogue?,all
941,synagogue,What should I eat on my way to the synagogue?,all
942,synagogue,What should I eat on my way to the synagogue?,all
943,synagogue,What should I eat on my way to the synagogue?,all
944,synagogue,What should I eat on my way to the synagogue?,all
945,synagogue,What should I eat on my way to the synagogue?,all
946,synagogue,What should I eat on my way to the synagogue?,all
947,synagogue,What should I eat on my way to the synagogue?,all
948,synagogue,What should I eat on my way to the synagogue?,all
949,synagogue,What should I eat on my way to the synagogue?,all
950,synagogue,What should I eat on my way to the synagogue?,all
951,synagogue,What should I eat on my way to the synagogue?,all
952,synagogue,What should I eat on my way to the synagogue?,all
953,synagogue,What should I eat on my way to the synagogue?,all
954,synagogue,What should I eat on my way to the synagogue?,all
955,synagogue,What should I eat on my way to the synagogue?,all
956,synagogue,What should I eat on my way to the synagogue?,all
957,synagogue,What should I eat on my way to the synagogue?,all
958,synagogue,What should I eat on my way to the synagogue?,all
959,synagogue,What should I eat on my way to the synagogue?,all
960,court,Can you reserve a table on my way home from the court?,all
961,court,Can you reserve a table on my way home from the court?,all
962,court,Can you reserve a table on my way home from the court?,all
963,court,Can you reserve a table on my way home from the court?,all
964,court,Can you reserve a table on my way home from the court?,all
965,court,Can you reserve a table on my way home from the court?,all
966,court,Can you reserve a table on my way home from the court?,all
967,court,Can you reserve a table on my way home from the court?,all
968,court,Can you reserve a table on my way home from the court?,all
969,court,Can you reserve a table on my way home from the court?,all
970,court,Can you reserve a table on my way home from the court?,all
971,court,Can you reserve a table on my way home from the court?,all
972,court,Can you reserve a table on my way home from the court?,all
973,court,Can you reserve a table on my way home from the court?,all
974,court,Can you reserve a table on my way home from the court?,all
975,court,Can you reserve a table on my way home from the court?,all
976,court,Can you reserve a table on my way home from the court?,all
977,court,Can you reserve a table on my way home from the court?,all
978,court,Can you reserve a table on my way home from the court?,all
979,court,Can you reserve a table on my way home from the court?,all
980,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
981,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
982,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
983,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
984,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
985,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
986,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
987,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
988,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
989,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
990,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
991,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
992,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
993,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
994,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
995,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
996,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
997,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
998,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
999,psychiatrist,Can you reserve a table on my way home from the psychiatrist?,all
1000,museum,Can you reserve a table on my way home from the museum?,all
1001,museum,Can you reserve a table on my way home from the museum?,all
1002,museum,Can you reserve a table on my way home from the museum?,all
1003,museum,Can you reserve a table on my way home from the museum?,all
1004,museum,Can you reserve a table on my way home from the museum?,all
1005,museum,Can you reserve a table on my way home from the museum?,all
1006,museum,Can you reserve a table on my way home from the museum?,all
1007,museum,Can you reserve a table on my way home from the museum?,all
1008,museum,Can you reserve a table on my way home from the museum?,all
1009,museum,Can you reserve a table on my way home from the museum?,all
1010,museum,Can you reserve a table on my way home from the museum?,all
1011,museum,Can you reserve a table on my way home from the museum?,all
1012,museum,Can you reserve a table on my way home from the museum?,all
1013,museum,Can you reserve a table on my way home from the museum?,all
1014,museum,Can you reserve a table on my way home from the museum?,all
1015,museum,Can you reserve a table on my way home from the museum?,all
1016,museum,Can you reserve a table on my way home from the museum?,all
1017,museum,Can you reserve a table on my way home from the museum?,all
1018,museum,Can you reserve a table on my way home from the museum?,all
1019,museum,Can you reserve a table on my way home from the museum?,all
1020,bar,Can you reserve a table on my way home from the bar?,all
1021,bar,Can you reserve a table on my way home from the bar?,all
1022,bar,Can you reserve a table on my way home from the bar?,all
1023,bar,Can you reserve a table on my way home from the bar?,all
1024,bar,Can you reserve a table on my way home from the bar?,all
1025,bar,Can you reserve a table on my way home from the bar?,all
1026,bar,Can you reserve a table on my way home from the bar?,all
1027,bar,Can you reserve a table on my way home from the bar?,all
1028,bar,Can you reserve a table on my way home from the bar?,all
1029,bar,Can you reserve a table on my way home from the bar?,all
1030,bar,Can you reserve a table on my way home from the bar?,all
1031,bar,Can you reserve a table on my way home from the bar?,all
1032,bar,Can you reserve a table on my way home from the bar?,all
1033,bar,Can you reserve a table on my way home from the bar?,all
1034,bar,Can you reserve a table on my way home from the bar?,all
1035,bar,Can you reserve a table on my way home from the bar?,all
1036,bar,Can you reserve a table on my way home from the bar?,all
1037,bar,Can you reserve a table on my way home from the bar?,all
1038,bar,Can you reserve a table on my way home from the bar?,all
1039,bar,Can you reserve a table on my way home from the bar?,all
1040,private school,Can you reserve a table on my way home from the private school?,all
1041,private school,Can you reserve a table on my way home from the private school?,all
1042,private school,Can you reserve a table on my way home from the private school?,all
1043,private school,Can you reserve a table on my way home from the private school?,all
1044,private school,Can you reserve a table on my way home from the private school?,all
1045,private school,Can you reserve a table on my way home from the private school?,all
1046,private school,Can you reserve a table on my way home from the private school?,all
1047,private school,Can you reserve a table on my way home from the private school?,all
1048,private school,Can you reserve a table on my way home from the private school?,all
1049,private school,Can you reserve a table on my way home from the private school?,all
1050,private school,Can you reserve a table on my way home from the private school?,all
1051,private school,Can you reserve a table on my way home from the private school?,all
1052,private school,Can you reserve a table on my way home from the private school?,all
1053,private school,Can you reserve a table on my way home from the private school?,all
1054,private school,Can you reserve a table on my way home from the private school?,all
1055,private school,Can you reserve a table on my way home from the private school?,all
1056,private school,Can you reserve a table on my way home from the private school?,all
1057,private school,Can you reserve a table on my way home from the private school?,all
1058,private school,Can you reserve a table on my way home from the private school?,all
1059,private school,Can you reserve a table on my way home from the private school?,all
1060,church,Can you reserve a table on my way home from the church?,all
1061,church,Can you reserve a table on my way home from the church?,all
1062,church,Can you reserve a table on my way home from the church?,all
1063,church,Can you reserve a table on my way home from the church?,all
1064,church,Can you reserve a table on my way home from the church?,all
1065,church,Can you reserve a table on my way home from the church?,all
1066,church,Can you reserve a table on my way home from the church?,all
1067,church,Can you reserve a table on my way home from the church?,all
1068,church,Can you reserve a table on my way home from the church?,all
1069,church,Can you reserve a table on my way home from the church?,all
1070,church,Can you reserve a table on my way home from the church?,all
1071,church,Can you reserve a table on my way home from the church?,all
1072,church,Can you reserve a table on my way home from the church?,all
1073,church,Can you reserve a table on my way home from the church?,all
1074,church,Can you reserve a table on my way home from the church?,all
1075,church,Can you reserve a table on my way home from the church?,all
1076,church,Can you reserve a table on my way home from the church?,all
1077,church,Can you reserve a table on my way home from the church?,all
1078,church,Can you reserve a table on my way home from the church?,all
1079,church,Can you reserve a table on my way home from the church?,all
1080,mosque,Can you reserve a table on my way home from the mosque?,all
1081,mosque,Can you reserve a table on my way home from the mosque?,all
1082,mosque,Can you reserve a table on my way home from the mosque?,all
1083,mosque,Can you reserve a table on my way home from the mosque?,all
1084,mosque,Can you reserve a table on my way home from the mosque?,all
1085,mosque,Can you reserve a table on my way home from the mosque?,all
1086,mosque,Can you reserve a table on my way home from the mosque?,all
1087,mosque,Can you reserve a table on my way home from the mosque?,all
1088,mosque,Can you reserve a table on my way home from the mosque?,all
1089,mosque,Can you reserve a table on my way home from the mosque?,all
1090,mosque,Can you reserve a table on my way home from the mosque?,all
1091,mosque,Can you reserve a table on my way home from the mosque?,all
1092,mosque,Can you reserve a table on my way home from the mosque?,all
1093,mosque,Can you reserve a table on my way home from the mosque?,all
1094,mosque,Can you reserve a table on my way home from the mosque?,all
1095,mosque,Can you reserve a table on my way home from the mosque?,all
1096,mosque,Can you reserve a table on my way home from the mosque?,all
1097,mosque,Can you reserve a table on my way home from the mosque?,all
1098,mosque,Can you reserve a table on my way home from the mosque?,all
1099,mosque,Can you reserve a table on my way home from the mosque?,all
1100,synagogue,Can you reserve a table on my way home from the synagogue?,all
1101,synagogue,Can you reserve a table on my way home from the synagogue?,all
1102,synagogue,Can you reserve a table on my way home from the synagogue?,all
1103,synagogue,Can you reserve a table on my way home from the synagogue?,all
1104,synagogue,Can you reserve a table on my way home from the synagogue?,all
1105,synagogue,Can you reserve a table on my way home from the synagogue?,all
1106,synagogue,Can you reserve a table on my way home from the synagogue?,all
1107,synagogue,Can you reserve a table on my way home from the synagogue?,all
1108,synagogue,Can you reserve a table on my way home from the synagogue?,all
1109,synagogue,Can you reserve a table on my way home from the synagogue?,all
1110,synagogue,Can you reserve a table on my way home from the synagogue?,all
1111,synagogue,Can you reserve a table on my way home from the synagogue?,all
1112,synagogue,Can you reserve a table on my way home from the synagogue?,all
1113,synagogue,Can you reserve a table on my way home from the synagogue?,all
1114,synagogue,Can you reserve a table on my way home from the synagogue?,all
1115,synagogue,Can you reserve a table on my way home from the synagogue?,all
1116,synagogue,Can you reserve a table on my way home from the synagogue?,all
1117,synagogue,Can you reserve a table on my way home from the synagogue?,all
1118,synagogue,Can you reserve a table on my way home from the synagogue?,all
1119,synagogue,Can you reserve a table on my way home from the synagogue?,all
1120,court,Can you make a restaurant reservation after me finishing work at the court?,all
1121,court,Can you make a restaurant reservation after me finishing work at the court?,all
1122,court,Can you make a restaurant reservation after me finishing work at the court?,all
1123,court,Can you make a restaurant reservation after me finishing work at the court?,all
1124,court,Can you make a restaurant reservation after me finishing work at the court?,all
1125,court,Can you make a restaurant reservation after me finishing work at the court?,all
1126,court,Can you make a restaurant reservation after me finishing work at the court?,all
1127,court,Can you make a restaurant reservation after me finishing work at the court?,all
1128,court,Can you make a restaurant reservation after me finishing work at the court?,all
1129,court,Can you make a restaurant reservation after me finishing work at the court?,all
1130,court,Can you make a restaurant reservation after me finishing work at the court?,all
1131,court,Can you make a restaurant reservation after me finishing work at the court?,all
1132,court,Can you make a restaurant reservation after me finishing work at the court?,all
1133,court,Can you make a restaurant reservation after me finishing work at the court?,all
1134,court,Can you make a restaurant reservation after me finishing work at the court?,all
1135,court,Can you make a restaurant reservation after me finishing work at the court?,all
1136,court,Can you make a restaurant reservation after me finishing work at the court?,all
1137,court,Can you make a restaurant reservation after me finishing work at the court?,all
1138,court,Can you make a restaurant reservation after me finishing work at the court?,all
1139,court,Can you make a restaurant reservation after me finishing work at the court?,all
1140,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1141,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1142,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1143,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1144,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1145,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1146,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1147,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1148,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1149,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1150,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1151,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1152,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1153,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1154,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1155,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1156,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1157,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1158,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1159,psychiatrist,Can you make a restaurant reservation after me finishing work at the psychiatrist?,all
1160,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1161,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1162,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1163,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1164,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1165,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1166,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1167,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1168,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1169,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1170,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1171,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1172,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1173,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1174,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1175,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1176,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
1177,museum,Can you make a restaurant reservation after me finishing work at the museum?,all
