,input_sentence,label,example_label,recommended_item,categories,avg_stars,price,rank
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,5
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,6
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,7
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,8
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,9
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,10
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,11
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,12
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Café Vendôme,"Cafes, Restaurants, Coffee & Tea, French, Food, Bakeries",3.93,2.0,13
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,14
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Condesa Coffee,"Coffee & Tea, Wine Bars, Breakfast & Brunch, Nightlife, Restaurants, Food, Sandwiches, Bars",4.13,1.0,15
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Petit Chou,"Restaurants, French, American (Traditional), Food, Cafes, Breakfast & Brunch, Coffee & Tea",4.5,2.0,16
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Honey Bubble,"Bakeries, Asian Fusion, Food, Bubble Tea, Tea Rooms, Restaurants",3.73,1.0,17
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,18
110,Which restaurant would you recommend for me and my co-workers at the fashion studio?,all,fashion studio,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,19
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,0
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,1
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Tipple & Rose Tea Parlor and Apothecary,"Tea Rooms, Cafes, Breakfast & Brunch, Food, Restaurants, Coffee & Tea",3.18,2.0,2
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,3
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Condesa Coffee,"Coffee & Tea, Wine Bars, Breakfast & Brunch, Nightlife, Restaurants, Food, Sandwiches, Bars",4.13,1.0,4
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Honey Bubble,"Bakeries, Asian Fusion, Food, Bubble Tea, Tea Rooms, Restaurants",3.73,1.0,5
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,6
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,7
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,8
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,9
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,10
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,11
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Sip The Experience,"Restaurants, Sandwiches, Coffee & Tea, Breakfast & Brunch, Cafes, Food, Desserts",3.87,1.0,12
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,13
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,14
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,15
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,16
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,17
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Revelator Grant Park,"Food, Restaurants, Nightlife, Breakfast & Brunch, Bars, Coffee & Tea",3.6,1.0,18
111,Which restaurant would you recommend for me and my co-workers at the music studio?,all,music studio,Grant Park Coffeehouse,"Coffee & Tea, Bakeries, Food, Restaurants, Sandwiches, Ice Cream & Frozen Yogurt",4.11,1.0,19
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,0
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,2
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,3
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,4
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Tipple & Rose Tea Parlor and Apothecary,"Tea Rooms, Cafes, Breakfast & Brunch, Food, Restaurants, Coffee & Tea",3.18,2.0,5
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,6
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,7
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,8
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,9
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,10
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,11
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,12
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,13
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,14
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Café Vendôme,"Cafes, Restaurants, Coffee & Tea, French, Food, Bakeries",3.93,2.0,15
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,16
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Honey Bubble,"Bakeries, Asian Fusion, Food, Bubble Tea, Tea Rooms, Restaurants",3.73,1.0,17
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,18
112,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,19
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,0
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,1
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,2
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,3
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,4
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,5
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,6
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,7
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,8
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Tipple & Rose Tea Parlor and Apothecary,"Tea Rooms, Cafes, Breakfast & Brunch, Food, Restaurants, Coffee & Tea",3.18,2.0,9
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,10
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,11
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,12
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,13
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,14
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,15
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Honey Bubble,"Bakeries, Asian Fusion, Food, Bubble Tea, Tea Rooms, Restaurants",3.73,1.0,16
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Sip The Experience,"Restaurants, Sandwiches, Coffee & Tea, Breakfast & Brunch, Cafes, Food, Desserts",3.87,1.0,17
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,18
113,Which restaurant would you recommend for me and my co-workers at the computer lab?,all,computer lab,Condesa Coffee,"Coffee & Tea, Wine Bars, Breakfast & Brunch, Nightlife, Restaurants, Food, Sandwiches, Bars",4.13,1.0,19
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,0
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Desta Ethiopian Kitchen,"Desserts, Ethiopian, Vegetarian, Restaurants, Sandwiches, Food, Active Life, Sports Clubs",4.5,2.0,1
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,2
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,3
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,4
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,5
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,6
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,7
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,8
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,9
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,10
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,11
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,12
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,13
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,14
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,la Madeleine French Bakery & Cafe,"Restaurants, Event Planning & Services, French, Cafes, Food, Bakeries, Breakfast & Brunch, Caterers",3.36,2.0,15
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Rumi's Kitchen,"Restaurants, Nightlife, Cocktail Bars, Middle Eastern, Persian/Iranian, Bars",4.22,2.0,16
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Purnima Bangladeshi Cuisine,"Buffets, Halal, Bangladeshi, Vegetarian, Indian, Restaurants",4.49,2.0,17
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,18
114,Which restaurant would you recommend for me and my co-workers at the chemical lab?,all,chemical lab,Tipple & Rose Tea Parlor and Apothecary,"Tea Rooms, Cafes, Breakfast & Brunch, Food, Restaurants, Coffee & Tea",3.18,2.0,19
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,0
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,2
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,3
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,4
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Honey Bubble,"Bakeries, Asian Fusion, Food, Bubble Tea, Tea Rooms, Restaurants",3.73,1.0,5
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Tipple & Rose Tea Parlor and Apothecary,"Tea Rooms, Cafes, Breakfast & Brunch, Food, Restaurants, Coffee & Tea",3.18,2.0,6
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,7
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,8
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,9
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Café Vendôme,"Cafes, Restaurants, Coffee & Tea, French, Food, Bakeries",3.93,2.0,10
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,11
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,12
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Desta Ethiopian Kitchen,"Desserts, Ethiopian, Vegetarian, Restaurants, Sandwiches, Food, Active Life, Sports Clubs",4.5,2.0,13
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,14
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,15
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,la Madeleine French Bakery & Cafe,"Restaurants, Event Planning & Services, French, Cafes, Food, Bakeries, Breakfast & Brunch, Caterers",3.36,2.0,16
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,17
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,18
115,Which restaurant would you recommend for me and my co-workers at the bank?,all,bank,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,19
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,0
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,2
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,3
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,4
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Tipple & Rose Tea Parlor and Apothecary,"Tea Rooms, Cafes, Breakfast & Brunch, Food, Restaurants, Coffee & Tea",3.18,2.0,5
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,6
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,7
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,8
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,9
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,10
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,11
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,12
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,13
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,14
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Café Vendôme,"Cafes, Restaurants, Coffee & Tea, French, Food, Bakeries",3.93,2.0,15
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,16
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Honey Bubble,"Bakeries, Asian Fusion, Food, Bubble Tea, Tea Rooms, Restaurants",3.73,1.0,17
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,18
116,Which restaurant would you recommend for me and my co-workers at the office?,all,office,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,19
117,Which restaurant would you recommend for me and my co-workers at the construction site?,all,construction site,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,0
117,Which restaurant would you recommend for me and my co-workers at the construction site?,all,construction site,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,1
117,Which restaurant would you recommend for me and my co-workers at the construction site?,all,construction site,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,2
117,Which restaurant would you recommend for me and my co-workers at the construction site?,all,construction site,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,3
117,Which restaurant would you recommend for me and my co-workers at the construction site?,all,construction site,Tipple & Rose Tea Parlor and Apothecary,"Tea Rooms, Cafes, Breakfast & Brunch, Food, Restaurants, Coffee & Tea",3.18,2.0,4
117,Which restaurant would you recommend for me and my co-workers at the construction site?,all,construction site,Honey Bubble,"Bakeries, Asian Fusion, Food, Bubble Tea, Tea Rooms, Restaurants",3.73,1.0,5
